record_id,filename,source_bucket,quality_label,scene_type,expected_semantic_actions,forbidden_actions,future_needed_actions,demo_priority
ca_img_037,037.jpg,curated_user_inbox,good,interior_window_mood,keep_current_setup,add_front_fill_light|step_closer,,False
ca_img_038,038.jpg,curated_user_inbox,mixed,abstract_motion_blur,,level_horizon|step_closer,stabilize_camera|refocus_subject,False
ca_img_039,039.jpg,curated_user_inbox,good,night_architecture,keep_current_setup,add_front_fill_light|step_closer,,False
ca_img_040,040.jpg,curated_user_inbox,good,rainy_backlit_silhouette,keep_current_setup,add_front_fill_light|step_closer,,True
ca_img_041,041.jpg,curated_user_inbox,good,night_city_portrait,keep_current_setup,remove_background_hotspot|add_front_fill_light,,True
ca_img_042,042.jpg,curated_user_inbox,good,black_white_portrait,keep_current_setup,simplify_background|step_closer,,False
ca_img_043,043.jpg,curated_user_inbox,good,street_group_portrait,keep_current_setup,step_closer|simplify_background,,False
ca_img_044,044.jpg,curated_user_inbox,good,neon_street_portrait,keep_current_setup,simplify_background|add_front_fill_light,,False
ca_img_045,045.jpg,curated_user_inbox,good,night_wide_portrait,keep_current_setup,step_closer|add_front_fill_light,,False
ca_img_046,046.jpg,curated_user_inbox,good,black_white_street_scene,keep_current_setup,step_closer|simplify_background,,False
ca_img_047,047.jpg,curated_user_inbox,good,street_single_portrait,keep_current_setup,step_closer|simplify_background,,False
ca_img_048,048.jpg,curated_user_inbox,good,wide_spotlight_subject,keep_current_setup,step_closer|add_front_fill_light,,True
ca_img_049,049.jpg,curated_user_inbox,good,night_smoke_portrait,keep_current_setup,simplify_background|add_front_fill_light,,False
ca_img_050,050.jpg,curated_user_inbox,good,night_corridor_silhouette,keep_current_setup,add_front_fill_light|step_closer,,False
ca_img_051,051.jpg,curated_user_inbox,good,backlit_portrait,keep_current_setup,remove_background_hotspot|add_front_fill_light,,True
ca_img_052,052.jpg,curated_user_inbox,good,black_white_street_landscape,keep_current_setup,level_horizon|step_closer,,False
ca_img_053,053.jpg,curated_user_inbox,good,street_back_view,keep_current_setup,step_closer|simplify_background,,False
ca_img_054,054.jpg,curated_user_inbox,good,black_white_depth_frame,keep_current_setup,step_closer|add_front_fill_light,,False
ca_img_055,055.jpg,curated_user_inbox,good,night_establishing_street,keep_current_setup,step_closer|add_front_fill_light,,False
ca_img_056,056.jpg,curated_user_inbox,good,brick_wall_portrait,keep_current_setup,simplify_background|step_closer,,False
ca_img_057,057.jpg,curated_user_inbox,good,night_street_detail,keep_current_setup,step_closer|add_front_fill_light,,False
ca_img_058,058.jpg,public_iqa_bad_tail,bad,technical_failure_indoor,,level_horizon|shift_frame_left,stabilize_camera|reduce_exposure,False
ca_img_059,059.bmp,public_iqa_bad_tail,bad,technical_failure_night_object,,shift_frame_left|level_horizon,stabilize_camera|refocus_subject,False
ca_img_060,060.jpg,public_iqa_bad_tail,bad,technical_failure_room,,keep_current_setup|shift_frame_right,stabilize_camera|refocus_subject,False
ca_img_061,061.jpg,public_iqa_bad_tail,bad,technical_failure_object,,step_closer|keep_current_setup,refocus_subject|stabilize_camera,False
ca_img_062,062.jpg,public_iqa_bad_tail,bad,technical_failure_occluded_overexposed,,shift_frame_left|level_horizon,avoid_occlusion|reduce_exposure,False
ca_img_063,063.jpg,public_iqa_bad_tail,bad,technical_failure_object,,keep_current_setup|level_horizon,refocus_subject,False
ca_img_064,064.jpg,public_iqa_bad_tail,bad,technical_failure_stage,remove_background_hotspot,keep_current_setup|step_closer,reduce_exposure|stabilize_camera,False
ca_img_065,065.bmp,public_iqa_bad_tail,bad,technical_failure_outdoor,change_camera_angle,keep_current_setup|step_closer,reduce_exposure,False
ca_img_066,066.jpg,public_iqa_bad_tail,bad,technical_failure_object,,step_closer|keep_current_setup,refocus_subject|stabilize_camera,False
ca_img_067,067.jpg,public_iqa_bad_tail,bad,no_clear_focus_texture,simplify_background,level_horizon|step_closer,,False
ca_img_068,068.bmp,public_iqa_bad_tail,bad,technical_failure_landscape,,level_horizon|keep_current_setup,increase_exposure,False
ca_img_069,069.jpg,public_iqa_bad_tail,bad,technical_failure_stage,remove_background_hotspot,keep_current_setup,stabilize_camera|reduce_exposure,False
ca_img_070,070.bmp,public_iqa_bad_tail,bad,technical_failure_classroom,,shift_frame_left|keep_current_setup,stabilize_camera|refocus_subject,False
ca_img_071,071.jpg,public_iqa_bad_tail,bad,technical_failure_object,,step_closer|keep_current_setup,stabilize_camera|refocus_subject,False
ca_img_072,072.jpg,public_iqa_bad_tail,bad,technical_failure_wildlife,change_camera_angle,keep_current_setup,refocus_subject|avoid_occlusion,False
ca_img_073,073.jpg,public_iqa_bad_tail,bad,technical_failure_stage,remove_background_hotspot,keep_current_setup,reduce_exposure|stabilize_camera,False
ca_img_074,074.bmp,public_iqa_bad_tail,bad,technical_failure_interior,level_horizon,keep_current_setup,stabilize_camera,False
ca_img_075,075.bmp,public_iqa_bad_tail,bad,technical_failure_landscape,change_camera_angle,keep_current_setup,reduce_exposure,False
ca_img_076,076.bmp,public_iqa_bad_tail,bad,technical_failure_moving_person,wait_for_background_clearance,level_horizon|shift_frame_left,stabilize_camera,False
ca_img_077,077.jpg,public_iqa_bad_tail,bad,technical_failure_night_crowd,simplify_background,keep_current_setup,increase_exposure|stabilize_camera|reduce_iso_noise,False
ca_img_078,078.bmp,public_iqa_bad_tail,bad,technical_failure_portrait,,shift_frame_left|keep_current_setup,stabilize_camera|refocus_subject,False
ca_img_079,079.jpg,public_iqa_bad_tail,bad,technical_failure_pet,,keep_current_setup|simplify_background,refocus_subject,False
ca_img_080,080.jpg,public_iqa_bad_tail,bad,technical_failure_stage,step_closer|remove_background_hotspot,keep_current_setup,reduce_exposure,False
ca_img_081,081.jpg,public_iqa_bad_tail,bad,technical_failure_night_lights,,level_horizon|step_closer,stabilize_camera,False
ca_img_082,082.bmp,public_iqa_bad_tail,bad,technical_failure_landscape,simplify_background,level_horizon,stabilize_camera,False
ca_img_083,083.bmp,public_iqa_bad_tail,bad,technical_failure_night_people,add_front_fill_light,keep_current_setup,increase_exposure|reduce_iso_noise,False
ca_img_084,084.jpg,public_iqa_bad_tail,bad,technical_failure_group_flash,wait_for_background_clearance,keep_current_setup,stabilize_camera|reduce_exposure,False
ca_img_085,085.bmp,public_iqa_bad_tail,bad,weak_subject_house,step_closer|simplify_background,keep_current_setup,,False
ca_img_086,086.jpg,public_iqa_bad_tail,bad,technical_failure_night_city,,keep_current_setup|step_closer,increase_exposure|stabilize_camera,False
ca_img_087,087.jpg,public_iqa_bad_tail,bad,technical_failure_stage,remove_background_hotspot,keep_current_setup,reduce_exposure|stabilize_camera,False
ca_img_088,088.jpg,public_iqa_bad_tail,bad,technical_failure_stage_audience,change_camera_angle,keep_current_setup,reduce_exposure,False
ca_img_089,089.jpg,public_iqa_bad_tail,bad,technical_failure_stage,remove_background_hotspot,keep_current_setup,reduce_exposure,False
ca_img_090,090.jpg,public_iqa_bad_tail,bad,technical_failure_car_street,,level_horizon|keep_current_setup,stabilize_camera,False
ca_img_091,091.jpg,public_iqa_bad_tail,bad,technical_failure_stage_light_trails,remove_background_hotspot,keep_current_setup,stabilize_camera|reduce_exposure,False
ca_img_092,092.bmp,public_iqa_bad_tail,bad,technical_failure_flash_group,step_back,keep_current_setup,stabilize_camera|reduce_exposure,False
ca_img_093,093.bmp,public_iqa_bad_tail,bad,technical_failure_park_people,step_closer|add_front_fill_light,keep_current_setup,increase_exposure,False
ca_img_094,094.jpg,public_iqa_bad_tail,bad,technical_failure_night_architecture,,keep_current_setup,stabilize_camera|reduce_iso_noise,False
ca_img_095,095.bmp,public_iqa_bad_tail,mixed,group_selfie_low_light,step_back,keep_current_setup|level_horizon,reduce_iso_noise|stabilize_camera,False
ca_img_096,096.bmp,public_iqa_bad_tail,mixed,distant_person_interior,step_closer,level_horizon,,False
ca_img_097,097.bmp,public_iqa_bad_tail,bad,technical_failure_crowd,wait_for_background_clearance|simplify_background,keep_current_setup,stabilize_camera,False
ca_img_098,098.bmp,public_iqa_bad_tail,bad,technical_failure_street,simplify_background,keep_current_setup,stabilize_camera|refocus_subject,False
ca_img_099,099.jpg,public_iqa_bad_tail,bad,technical_failure_party_stage,simplify_background|remove_background_hotspot,keep_current_setup,reduce_exposure,False
ca_img_100,100.jpg,public_iqa_bad_tail,bad,technical_failure_pet,,keep_current_setup,refocus_subject|stabilize_camera,False
ca_img_101,101.jpg,public_iqa_bad_tail,mixed,object_color_cast,add_front_fill_light,keep_current_setup,reduce_exposure,False
ca_img_102,102.jpg,public_iqa_bad_tail,bad,technical_failure_night_street,remove_background_hotspot,keep_current_setup,stabilize_camera|reduce_exposure|reduce_iso_noise,False
ca_img_103,103.bmp,public_iqa_bad_tail,bad,technical_failure_dark_interior,,keep_current_setup,increase_exposure,False
ca_img_104,104.jpg,public_iqa_bad_tail,bad,technical_failure_club_crowd,simplify_background|wait_for_background_clearance,keep_current_setup,increase_exposure|reduce_iso_noise,False
ca_img_105,105.bmp,public_iqa_bad_tail,bad,technical_failure_low_contrast,,level_horizon|step_closer,refocus_subject|clean_lens,False
ca_img_106,106.bmp,public_iqa_bad_tail,bad,technical_failure_neon_sign,remove_background_hotspot,keep_current_setup,reduce_exposure|stabilize_camera,False
ca_img_107,107.jpg,public_iqa_bad_tail,bad,technical_failure_club_street,simplify_background|wait_for_background_clearance,keep_current_setup,increase_exposure|reduce_iso_noise,False
ca_img_108,108.jpg,official_promo_cinematic_preservation,good,cinematic_promo_frame,keep_current_setup,shift_frame_left|shift_frame_right|shift_frame_up|shift_frame_down|step_back|step_closer|change_camera_angle|level_horizon|add_front_fill_light|add_background_light|remove_background_hotspot|simplify_background|wait_for_background_clearance|remove_distracting_object,,True
ca_img_109,109.jpg,official_promo_cinematic_preservation,good,cinematic_promo_frame,keep_current_setup,shift_frame_left|shift_frame_right|shift_frame_up|shift_frame_down|step_back|step_closer|change_camera_angle|level_horizon|add_front_fill_light|add_background_light|remove_background_hotspot|simplify_background|wait_for_background_clearance|remove_distracting_object,,False
ca_img_111,111.jpg,official_promo_cinematic_preservation,good,cinematic_promo_frame,keep_current_setup,shift_frame_left|shift_frame_right|shift_frame_up|shift_frame_down|step_back|step_closer|change_camera_angle|level_horizon|add_front_fill_light|add_background_light|remove_background_hotspot|simplify_background|wait_for_background_clearance|remove_distracting_object,,False
ca_img_112,112.jpg,official_promo_cinematic_preservation,good,cinematic_promo_frame,keep_current_setup,shift_frame_left|shift_frame_right|shift_frame_up|shift_frame_down|step_back|step_closer|change_camera_angle|level_horizon|add_front_fill_light|add_background_light|remove_background_hotspot|simplify_background|wait_for_background_clearance|remove_distracting_object,,False
ca_img_116,116.jpg,official_promo_cinematic_preservation,good,cinematic_promo_frame,keep_current_setup,shift_frame_left|shift_frame_right|shift_frame_up|shift_frame_down|step_back|step_closer|change_camera_angle|level_horizon|add_front_fill_light|add_background_light|remove_background_hotspot|simplify_background|wait_for_background_clearance|remove_distracting_object,,False
ca_img_117,117.jpg,official_promo_cinematic_preservation,good,cinematic_promo_frame,keep_current_setup,shift_frame_left|shift_frame_right|shift_frame_up|shift_frame_down|step_back|step_closer|change_camera_angle|level_horizon|add_front_fill_light|add_background_light|remove_background_hotspot|simplify_background|wait_for_background_clearance|remove_distracting_object,,False
ca_img_119,119.jpg,official_promo_cinematic_preservation,good,cinematic_promo_frame,keep_current_setup,shift_frame_left|shift_frame_right|shift_frame_up|shift_frame_down|step_back|step_closer|change_camera_angle|level_horizon|add_front_fill_light|add_background_light|remove_background_hotspot|simplify_background|wait_for_background_clearance|remove_distracting_object,,False
ca_img_121,121.jpg,official_promo_cinematic_preservation,good,cinematic_promo_frame,keep_current_setup,shift_frame_left|shift_frame_right|shift_frame_up|shift_frame_down|step_back|step_closer|change_camera_angle|level_horizon|add_front_fill_light|add_background_light|remove_background_hotspot|simplify_background|wait_for_background_clearance|remove_distracting_object,,True
ca_img_122,122.jpg,official_promo_cinematic_preservation,good,cinematic_promo_frame,keep_current_setup,shift_frame_left|shift_frame_right|shift_frame_up|shift_frame_down|step_back|step_closer|change_camera_angle|level_horizon|add_front_fill_light|add_background_light|remove_background_hotspot|simplify_background|wait_for_background_clearance|remove_distracting_object,,False
ca_img_123,123.jpg,official_promo_cinematic_preservation,good,cinematic_promo_frame,keep_current_setup,shift_frame_left|shift_frame_right|shift_frame_up|shift_frame_down|step_back|step_closer|change_camera_angle|level_horizon|add_front_fill_light|add_background_light|remove_background_hotspot|simplify_background|wait_for_background_clearance|remove_distracting_object,,False
ca_img_125,125.jpg,official_promo_cinematic_preservation,good,cinematic_promo_frame,keep_current_setup,shift_frame_left|shift_frame_right|shift_frame_up|shift_frame_down|step_back|step_closer|change_camera_angle|level_horizon|add_front_fill_light|add_background_light|remove_background_hotspot|simplify_background|wait_for_background_clearance|remove_distracting_object,,False
ca_img_127,127.jpg,official_promo_cinematic_preservation,good,cinematic_promo_frame,keep_current_setup,shift_frame_left|shift_frame_right|shift_frame_up|shift_frame_down|step_back|step_closer|change_camera_angle|level_horizon|add_front_fill_light|add_background_light|remove_background_hotspot|simplify_background|wait_for_background_clearance|remove_distracting_object,,False
ca_img_128,128.jpg,official_promo_cinematic_preservation,good,cinematic_promo_frame,keep_current_setup,shift_frame_left|shift_frame_right|shift_frame_up|shift_frame_down|step_back|step_closer|change_camera_angle|level_horizon|add_front_fill_light|add_background_light|remove_background_hotspot|simplify_background|wait_for_background_clearance|remove_distracting_object,,False
ca_img_130,130.jpg,official_promo_cinematic_preservation,good,cinematic_promo_frame,keep_current_setup,shift_frame_left|shift_frame_right|shift_frame_up|shift_frame_down|step_back|step_closer|change_camera_angle|level_horizon|add_front_fill_light|add_background_light|remove_background_hotspot|simplify_background|wait_for_background_clearance|remove_distracting_object,,True
ca_img_131,131.jpg,official_promo_cinematic_preservation,good,cinematic_promo_frame,keep_current_setup,shift_frame_left|shift_frame_right|shift_frame_up|shift_frame_down|step_back|step_closer|change_camera_angle|level_horizon|add_front_fill_light|add_background_light|remove_background_hotspot|simplify_background|wait_for_background_clearance|remove_distracting_object,,False
ca_img_132,132.jpg,official_promo_cinematic_preservation,good,cinematic_promo_frame,keep_current_setup,shift_frame_left|shift_frame_right|shift_frame_up|shift_frame_down|step_back|step_closer|change_camera_angle|level_horizon|add_front_fill_light|add_background_light|remove_background_hotspot|simplify_background|wait_for_background_clearance|remove_distracting_object,,True
ca_img_133,133.jpg,official_promo_cinematic_preservation,good,cinematic_promo_frame,keep_current_setup,shift_frame_left|shift_frame_right|shift_frame_up|shift_frame_down|step_back|step_closer|change_camera_angle|level_horizon|add_front_fill_light|add_background_light|remove_background_hotspot|simplify_background|wait_for_background_clearance|remove_distracting_object,,False
ca_img_134,134.jpg,official_promo_cinematic_preservation,good,cinematic_promo_frame,keep_current_setup,shift_frame_left|shift_frame_right|shift_frame_up|shift_frame_down|step_back|step_closer|change_camera_angle|level_horizon|add_front_fill_light|add_background_light|remove_background_hotspot|simplify_background|wait_for_background_clearance|remove_distracting_object,,False
ca_img_135,135.jpg,official_promo_cinematic_preservation,good,cinematic_promo_frame,keep_current_setup,shift_frame_left|shift_frame_right|shift_frame_up|shift_frame_down|step_back|step_closer|change_camera_angle|level_horizon|add_front_fill_light|add_background_light|remove_background_hotspot|simplify_background|wait_for_background_clearance|remove_distracting_object,,True
ca_img_136,136.jpg,official_promo_cinematic_preservation,good,cinematic_promo_frame,keep_current_setup,shift_frame_left|shift_frame_right|shift_frame_up|shift_frame_down|step_back|step_closer|change_camera_angle|level_horizon|add_front_fill_light|add_background_light|remove_background_hotspot|simplify_background|wait_for_background_clearance|remove_distracting_object,,False
ca_img_137,137.jpg,official_promo_cinematic_preservation,good,cinematic_promo_frame,keep_current_setup,shift_frame_left|shift_frame_right|shift_frame_up|shift_frame_down|step_back|step_closer|change_camera_angle|level_horizon|add_front_fill_light|add_background_light|remove_background_hotspot|simplify_background|wait_for_background_clearance|remove_distracting_object,,False
ca_img_138,138.jpg,official_promo_cinematic_preservation,good,cinematic_promo_frame,keep_current_setup,shift_frame_left|shift_frame_right|shift_frame_up|shift_frame_down|step_back|step_closer|change_camera_angle|level_horizon|add_front_fill_light|add_background_light|remove_background_hotspot|simplify_background|wait_for_background_clearance|remove_distracting_object,,True
ca_img_141,141.jpg,official_promo_cinematic_preservation,good,cinematic_promo_frame,keep_current_setup,shift_frame_left|shift_frame_right|shift_frame_up|shift_frame_down|step_back|step_closer|change_camera_angle|level_horizon|add_front_fill_light|add_background_light|remove_background_hotspot|simplify_background|wait_for_background_clearance|remove_distracting_object,,False
ca_img_142,142.jpg,official_promo_cinematic_preservation,good,cinematic_promo_frame,keep_current_setup,shift_frame_left|shift_frame_right|shift_frame_up|shift_frame_down|step_back|step_closer|change_camera_angle|level_horizon|add_front_fill_light|add_background_light|remove_background_hotspot|simplify_background|wait_for_background_clearance|remove_distracting_object,,True
ca_img_143,143.jpg,official_promo_cinematic_preservation,good,cinematic_promo_frame,keep_current_setup,shift_frame_left|shift_frame_right|shift_frame_up|shift_frame_down|step_back|step_closer|change_camera_angle|level_horizon|add_front_fill_light|add_background_light|remove_background_hotspot|simplify_background|wait_for_background_clearance|remove_distracting_object,,False
ca_img_144,144.jpg,official_promo_cinematic_preservation,good,cinematic_promo_frame,keep_current_setup,shift_frame_left|shift_frame_right|shift_frame_up|shift_frame_down|step_back|step_closer|change_camera_angle|level_horizon|add_front_fill_light|add_background_light|remove_background_hotspot|simplify_background|wait_for_background_clearance|remove_distracting_object,,False
ca_img_145,145.jpg,official_promo_cinematic_preservation,good,cinematic_promo_frame,keep_current_setup,shift_frame_left|shift_frame_right|shift_frame_up|shift_frame_down|step_back|step_closer|change_camera_angle|level_horizon|add_front_fill_light|add_background_light|remove_background_hotspot|simplify_background|wait_for_background_clearance|remove_distracting_object,,False
ca_img_146,146.jpg,official_promo_cinematic_preservation,good,cinematic_promo_frame,keep_current_setup,shift_frame_left|shift_frame_right|shift_frame_up|shift_frame_down|step_back|step_closer|change_camera_angle|level_horizon|add_front_fill_light|add_background_light|remove_background_hotspot|simplify_background|wait_for_background_clearance|remove_distracting_object,,False
ca_img_147,147.jpg,official_promo_cinematic_preservation,good,cinematic_promo_frame,keep_current_setup,shift_frame_left|shift_frame_right|shift_frame_up|shift_frame_down|step_back|step_closer|change_camera_angle|level_horizon|add_front_fill_light|add_background_light|remove_background_hotspot|simplify_background|wait_for_background_clearance|remove_distracting_object,,False
ca_img_148,148.jpg,official_promo_cinematic_preservation,good,cinematic_promo_frame,keep_current_setup,shift_frame_left|shift_frame_right|shift_frame_up|shift_frame_down|step_back|step_closer|change_camera_angle|level_horizon|add_front_fill_light|add_background_light|remove_background_hotspot|simplify_background|wait_for_background_clearance|remove_distracting_object,,False
ca_img_150,150.jpg,official_promo_cinematic_preservation,good,cinematic_promo_frame,keep_current_setup,shift_frame_left|shift_frame_right|shift_frame_up|shift_frame_down|step_back|step_closer|change_camera_angle|level_horizon|add_front_fill_light|add_background_light|remove_background_hotspot|simplify_background|wait_for_background_clearance|remove_distracting_object,,False
ca_img_151,151.jpg,official_promo_cinematic_preservation,good,cinematic_promo_frame,keep_current_setup,shift_frame_left|shift_frame_right|shift_frame_up|shift_frame_down|step_back|step_closer|change_camera_angle|level_horizon|add_front_fill_light|add_background_light|remove_background_hotspot|simplify_background|wait_for_background_clearance|remove_distracting_object,,False
ca_img_154,154.jpg,official_promo_cinematic_preservation,good,cinematic_promo_frame,keep_current_setup,shift_frame_left|shift_frame_right|shift_frame_up|shift_frame_down|step_back|step_closer|change_camera_angle|level_horizon|add_front_fill_light|add_background_light|remove_background_hotspot|simplify_background|wait_for_background_clearance|remove_distracting_object,,False
ca_img_155,155.jpg,official_promo_cinematic_preservation,good,cinematic_promo_frame,keep_current_setup,shift_frame_left|shift_frame_right|shift_frame_up|shift_frame_down|step_back|step_closer|change_camera_angle|level_horizon|add_front_fill_light|add_background_light|remove_background_hotspot|simplify_background|wait_for_background_clearance|remove_distracting_object,,True
ca_img_156,156.jpg,official_promo_cinematic_preservation,good,cinematic_promo_frame,keep_current_setup,shift_frame_left|shift_frame_right|shift_frame_up|shift_frame_down|step_back|step_closer|change_camera_angle|level_horizon|add_front_fill_light|add_background_light|remove_background_hotspot|simplify_background|wait_for_background_clearance|remove_distracting_object,,False
ca_img_158,158.jpg,imagegen_bad_candidate,bad,bad_framing_cluttered_beach_portrait,simplify_background|remove_distracting_object|step_closer,keep_current_setup|step_back,,True
ca_img_159,159.jpg,imagegen_bad_candidate,bad,bad_framing_occluded_car_portrait,wait_for_background_clearance|shift_frame_left|step_back,keep_current_setup|step_closer,avoid_occlusion,True
ca_img_160,160.jpg,imagegen_bad_candidate,bad,bad_framing_hotspot_portrait,remove_background_hotspot|change_camera_angle|add_front_fill_light,keep_current_setup,reduce_exposure,True
ca_img_161,161.jpg,imagegen_bad_candidate,bad,bad_framing_crowded_corridor,simplify_background|wait_for_background_clearance|remove_distracting_object,keep_current_setup,,True
ca_img_163,163.jpg,imagegen_bad_candidate,bad,bad_framing_foreground_obstruction,remove_distracting_object|step_back|shift_frame_up,keep_current_setup|step_closer,avoid_occlusion,True
ca_img_164,164.jpg,imagegen_bad_candidate,bad,bad_framing_edge_cutoff_portrait,step_back|shift_frame_left|remove_background_hotspot,keep_current_setup|step_closer,reduce_exposure,True
ca_img_165,165.jpg,imagegen_bad_candidate,bad,bad_framing_subject_too_small,step_closer|simplify_background,keep_current_setup|step_back,,True
ca_img_166,166.jpg,imagegen_bad_candidate,bad,bad_framing_desert_hotspot,remove_background_hotspot|change_camera_angle|step_closer,keep_current_setup|step_back,reduce_exposure,True
ca_img_168,168.jpg,imagegen_bad_candidate,bad,bad_framing_barred_tunnel,step_back|change_camera_angle|shift_frame_down,keep_current_setup|step_closer,avoid_occlusion,True
ca_img_169,169.jpg,imagegen_bad_candidate,bad,bad_framing_branch_occluded_portrait,add_front_fill_light|change_camera_angle|remove_distracting_object,keep_current_setup,increase_exposure|avoid_occlusion,True
ca_img_170,170.jpg,imagegen_bad_candidate,bad,bad_framing_fence_obstruction,remove_distracting_object|shift_frame_left|step_closer,keep_current_setup|step_back,avoid_occlusion,True
ca_img_173,173.jpg,imagegen_bad_candidate,bad,bad_framing_text_occluded_hallway,remove_distracting_object|shift_frame_right|step_back,keep_current_setup|step_closer,avoid_occlusion,True
ca_img_174,174.jpg,imagegen_bad_candidate,bad,bad_framing_two_person_backlight,add_front_fill_light|rotate_subject_toward_light|change_camera_angle,keep_current_setup,increase_exposure,True
ca_img_175,175.jpg,imagegen_bad_candidate,bad,bad_framing_creature_hotspot,remove_background_hotspot|step_closer|change_camera_angle,keep_current_setup|step_back,reduce_exposure,True
ca_img_176,176.jpg,imagegen_bad_candidate,bad,bad_framing_crowded_alley,wait_for_background_clearance|simplify_background|shift_frame_left,keep_current_setup,avoid_occlusion,True
ca_img_179,179.jpg,synthetic_bad_paired_apple_tv_press,bad,synthetic_bad_hotspot,remove_background_hotspot|change_camera_angle,keep_current_setup,reduce_exposure,False
ca_img_180,180.jpg,synthetic_bad_paired_apple_tv_press,bad,synthetic_bad_underexposed_subject,add_front_fill_light|rotate_subject_toward_light,keep_current_setup,increase_exposure,False
ca_img_182,182.jpg,synthetic_bad_paired_apple_tv_press,bad,synthetic_bad_subject_too_small,step_closer,keep_current_setup|step_back,,False
ca_img_183,183.jpg,synthetic_bad_paired_apple_tv_press,bad,synthetic_bad_cluttered_background,simplify_background|remove_distracting_object,keep_current_setup,,False
